aircraft_id,waypoint,latitude,longitude,timestamp,altitude,speed,distance_to_waypoint
ICAO24_00031,WP004,17.0962,79.2087,2024-10-30 09:47:40.217025,24117,341,0.031
ICAO24_00047,VGA,16.5186,80.6527,2024-10-30 13:05:40.217025,30150,418,0.245
ICAO24_00038,WP006,16.903667,79.690033,2024-10-30 19:05:40.217025,34997,414,0.737
ICAO24_00017,WP005,16.999933,79.449367,2024-10-30 12:14:40.217025,16985,349,0.933
ICAO24_00000,VGA,16.5186,80.6527,2024-10-30 01:06:40.217025,37873,560,0.026
ICAO24_00001,WP007,16.8074,79.9307,2024-10-30 19:24:40.217025,17608,242,0.324
ICAO24_00037,WP009,16.614867,80.412033,2024-10-30 07:33:40.217025,19673,342,0.754
ICAO24_00010,WP005,16.999933,79.449367,2024-10-30 13:36:40.217025,25311,484,0.543
ICAO24_00014,WP002,17.288733,78.727367,2024-10-30 01:25:40.217025,15393,237,0.381
ICAO24_00039,WP007,16.8074,79.9307,2024-10-30 19:32:40.217025,24804,472,0.646
ICAO24_00022,VGA,16.5186,80.6527,2024-10-29 04:43:40.217182,16974,387,0.429
ICAO24_00045,WP006,16.903667,79.690033,2024-10-29 11:25:40.217182,38590,291,0.837
ICAO24_00022,WP004,17.0962,79.2087,2024-10-29 09:22:40.217182,29699,285,0.779
ICAO24_00014,WP003,17.192467,78.968033,2024-10-29 03:18:40.217182,36422,427,0.375
ICAO24_00021,WP003,17.192467,78.968033,2024-10-29 12:26:40.217182,30430,260,0.17
ICAO24_00043,WP009,16.614867,80.412033,2024-10-29 19:36:40.217182,32728,294,0.05
ICAO24_00023,WP009,16.614867,80.412033,2024-10-29 02:49:40.217182,29292,494,0.91
ICAO24_00042,WP003,17.192467,78.968033,2024-10-28 20:14:40.217182,31248,484,0.913
ICAO24_00000,WP004,17.0962,79.2087,2024-10-28 21:59:40.217182,15868,471,0.438
ICAO24_00033,WP006,16.903667,79.690033,2024-10-29 16:45:40.217182,24736,538,0.626
ICAO24_00048,HYD,17.385,78.4867,2024-10-29 03:53:40.217182,31745,538,0.52
ICAO24_00031,WP004,17.0962,79.2087,2024-10-27 22:26:40.217317,22813,215,0.445
ICAO24_00043,VGA,16.5186,80.6527,2024-10-28 17:33:40.217317,15790,348,0.222
ICAO24_00043,WP005,16.999933,79.449367,2024-10-27 21:36:40.217317,24945,483,0.019
ICAO24_00034,WP004,17.0962,79.2087,2024-10-27 20:46:40.217317,27324,282,0.027
ICAO24_00022,WP005,16.999933,79.449367,2024-10-28 01:22:40.217317,21575,394,0.382
ICAO24_00011,WP007,16.8074,79.9307,2024-10-28 19:01:40.217317,38575,524,0.938
ICAO24_00024,WP007,16.8074,79.9307,2024-10-27 20:23:40.217317,21967,325,0.77
ICAO24_00033,WP006,16.903667,79.690033,2024-10-27 12:02:40.217408,25531,239,0.648
ICAO24_00011,WP005,16.999933,79.449367,2024-10-27 01:28:40.217408,18003,328,0.781
ICAO24_00025,WP007,16.8074,79.9307,2024-10-27 01:33:40.217408,29860,310,0.946
ICAO24_00012,WP007,16.8074,79.9307,2024-10-27 11:14:40.217408,28290,256,0.828
ICAO24_00039,WP009,16.614867,80.412033,2024-10-27 04:10:40.217408,22734,258,0.533
ICAO24_00047,WP007,16.8074,79.9307,2024-10-27 04:24:40.217408,26510,498,0.821
ICAO24_00033,VGA,16.5186,80.6527,2024-10-27 05:31:40.217408,27086,253,0.543
ICAO24_00035,WP002,17.288733,78.727367,2024-10-27 19:16:40.217408,24991,445,0.725
ICAO24_00045,WP004,17.0962,79.2087,2024-10-26 17:08:40.217512,22398,561,0.357
ICAO24_00008,WP004,17.0962,79.2087,2024-10-26 00:31:40.217512,33256,382,0.568
ICAO24_00039,WP008,16.711133,80.171367,2024-10-26 01:19:40.217512,25025,336,0.272
ICAO24_00003,WP002,17.288733,78.727367,2024-10-26 10:26:40.217512,18106,230,0.592
ICAO24_00007,WP004,17.0962,79.2087,2024-10-26 13:51:40.217512,19226,273,0.655
ICAO24_00008,WP005,16.999933,79.449367,2024-10-26 16:12:40.217512,35450,258,0.869
ICAO24_00011,WP008,16.711133,80.171367,2024-10-26 08:02:40.217512,23017,350,0.387
ICAO24_00041,WP004,17.0962,79.2087,2024-10-26 01:30:40.217512,15236,385,0.832
ICAO24_00010,WP007,16.8074,79.9307,2024-10-26 19:02:40.217512,35288,531,0.943
ICAO24_00032,WP005,16.999933,79.449367,2024-10-26 03:09:40.217512,21271,473,0.424
ICAO24_00012,WP002,17.288733,78.727367,2024-10-26 01:20:40.217512,15880,519,0.972
ICAO24_00017,WP006,16.903667,79.690033,2024-10-26 09:00:40.217512,17119,480,0.466
ICAO24_00027,WP003,17.192467,78.968033,2024-10-26 05:33:40.217512,18333,371,0.562
ICAO24_00024,WP006,16.903667,79.690033,2024-10-26 07:01:40.217512,17458,212,0.665
ICAO24_00005,WP006,16.903667,79.690033,2024-10-25 17:43:40.217696,24854,556,0.947
ICAO24_00000,WP004,17.0962,79.2087,2024-10-25 15:06:40.217696,30808,499,0.086
ICAO24_00041,WP006,16.903667,79.690033,2024-10-24 22:20:40.217696,35555,263,0.771
ICAO24_00026,VGA,16.5186,80.6527,2024-10-25 01:39:40.217696,37407,464,0.189
ICAO24_00009,WP004,17.0962,79.2087,2024-10-24 20:59:40.217696,26094,515,0.824
ICAO24_00026,WP005,16.999933,79.449367,2024-10-25 15:12:40.217696,39259,330,0.53
ICAO24_00009,HYD,17.385,78.4867,2024-10-25 12:44:40.217696,18440,244,0.441
ICAO24_00041,WP005,16.999933,79.449367,2024-10-24 22:56:40.217696,19281,390,0.672
ICAO24_00017,HYD,17.385,78.4867,2024-10-25 01:27:40.217696,37210,365,0.712
ICAO24_00001,WP009,16.614867,80.412033,2024-10-25 13:41:40.217696,17962,306,0.106
ICAO24_00020,WP007,16.8074,79.9307,2024-10-24 20:35:40.217696,23065,258,0.227
ICAO24_00034,WP007,16.8074,79.9307,2024-10-25 19:17:40.217696,18784,205,0.268
ICAO24_00036,WP004,17.0962,79.2087,2024-10-25 17:29:40.217696,28769,509,0.877
ICAO24_00022,WP007,16.8074,79.9307,2024-10-25 16:37:40.217696,35222,593,0.859
ICAO24_00004,WP006,16.903667,79.690033,2024-10-24 18:04:40.218148,39560,390,0.239
ICAO24_00016,WP007,16.8074,79.9307,2024-10-24 14:40:40.218148,17597,222,0.749
ICAO24_00025,WP002,17.288733,78.727367,2024-10-24 05:12:40.218148,29370,324,0.86
ICAO24_00001,WP006,16.903667,79.690033,2024-10-24 06:03:40.218148,33901,388,0.422
ICAO24_00043,HYD,17.385,78.4867,2024-10-24 06:32:40.218148,23957,542,0.415
ICAO24_00009,WP007,16.8074,79.9307,2024-10-24 16:16:40.218148,25644,572,0.679
ICAO24_00024,WP006,16.903667,79.690033,2024-10-24 00:01:40.218148,16342,296,0.412
ICAO24_00024,WP009,16.614867,80.412033,2024-10-24 12:15:40.218148,38968,484,0.541
ICAO24_00043,WP007,16.8074,79.9307,2024-10-23 22:15:40.218148,31668,571,0.213
ICAO24_00032,WP008,16.711133,80.171367,2024-10-22 23:15:40.218270,31167,351,0.837
ICAO24_00033,HYD,17.385,78.4867,2024-10-23 19:12:40.218270,20617,552,0.957
ICAO24_00035,WP002,17.288733,78.727367,2024-10-22 23:33:40.218270,25078,242,0.039
ICAO24_00029,WP005,16.999933,79.449367,2024-10-23 02:23:40.218270,32190,571,0.242
ICAO24_00019,WP005,16.999933,79.449367,2024-10-23 02:18:40.218270,33109,399,0.301
ICAO24_00013,WP003,17.192467,78.968033,2024-10-23 07:30:40.218270,29929,540,0.083
ICAO24_00040,HYD,17.385,78.4867,2024-10-23 02:42:40.218270,16120,365,0.057
ICAO24_00017,HYD,17.385,78.4867,2024-10-23 16:57:40.218270,27291,577,0.02
ICAO24_00002,WP009,16.614867,80.412033,2024-10-22 23:15:40.218270,17566,560,0.693
ICAO24_00007,WP002,17.288733,78.727367,2024-10-23 17:09:40.218270,39567,457,0.383
ICAO24_00037,WP007,16.8074,79.9307,2024-10-23 16:12:40.218270,38668,537,0.218
ICAO24_00040,WP002,17.288733,78.727367,2024-10-23 14:29:40.218270,15347,589,0.53
ICAO24_00010,WP009,16.614867,80.412033,2024-10-23 19:42:40.218270,22719,451,0.058
ICAO24_00021,WP004,17.0962,79.2087,2024-10-23 14:52:40.218270,28363,382,0.021
ICAO24_00038,WP009,16.614867,80.412033,2024-10-23 16:33:40.218270,27063,443,0.918
ICAO24_00036,WP004,17.0962,79.2087,2024-10-22 08:19:40.218461,22449,574,0.066
ICAO24_00018,WP009,16.614867,80.412033,2024-10-21 23:17:40.218461,18209,459,0.939
ICAO24_00022,WP005,16.999933,79.449367,2024-10-22 07:33:40.218461,24570,490,0.822
ICAO24_00045,WP004,17.0962,79.2087,2024-10-22 02:53:40.218461,32584,587,0.692
ICAO24_00002,WP003,17.192467,78.968033,2024-10-22 03:33:40.218461,24333,268,0.602
ICAO24_00033,WP003,17.192467,78.968033,2024-10-21 20:29:40.218461,17723,324,0.816
ICAO24_00036,WP004,17.0962,79.2087,2024-10-22 19:09:40.218461,37248,251,0.73
ICAO24_00042,WP005,16.999933,79.449367,2024-10-22 18:32:40.218461,28810,553,0.19
ICAO24_00009,WP002,17.288733,78.727367,2024-10-20 20:41:40.218565,29287,336,0.5
ICAO24_00016,WP003,17.192467,78.968033,2024-10-21 13:15:40.218565,30278,379,0.722
ICAO24_00031,HYD,17.385,78.4867,2024-10-21 03:43:40.218565,16567,466,0.929
ICAO24_00003,WP009,16.614867,80.412033,2024-10-21 04:24:40.218565,31473,439,0.036
ICAO24_00025,WP009,16.614867,80.412033,2024-10-20 22:03:40.218565,25372,489,0.788
ICAO24_00038,WP005,16.999933,79.449367,2024-10-21 14:30:40.218565,34433,517,0.495
ICAO24_00019,WP007,16.8074,79.9307,2024-10-21 09:24:40.218565,24428,339,0.742
ICAO24_00011,HYD,17.385,78.4867,2024-10-21 06:36:40.218565,15606,288,0.523
ICAO24_00040,WP005,16.999933,79.449367,2024-10-21 17:57:40.218565,38344,337,0.201
ICAO24_00023,WP007,16.8074,79.9307,2024-10-20 21:13:40.218565,28011,262,0.007
ICAO24_00015,WP003,17.192467,78.968033,2024-10-21 03:10:40.218565,37649,212,0.576
ICAO24_00032,WP005,16.999933,79.449367,2024-10-20 23:08:40.218565,39283,599,0.35
ICAO24_00006,WP008,16.711133,80.171367,2024-10-20 11:14:40.218700,20694,398,0.832
ICAO24_00025,WP002,17.288733,78.727367,2024-10-20 15:40:40.218700,35620,432,0.727
ICAO24_00011,WP008,16.711133,80.171367,2024-10-20 18:18:40.218700,20957,303,0.122
ICAO24_00038,WP007,16.8074,79.9307,2024-10-20 14:38:40.218700,18461,477,0.093
ICAO24_00046,VGA,16.5186,80.6527,2024-10-20 08:40:40.218700,18155,590,0.754
ICAO24_00031,HYD,17.385,78.4867,2024-10-20 18:39:40.218700,34894,384,0.652
ICAO24_00004,WP004,17.0962,79.2087,2024-10-19 18:22:40.218774,22588,462,0.019
ICAO24_00048,WP007,16.8074,79.9307,2024-10-19 05:03:40.218774,17130,372,0.578
ICAO24_00017,WP004,17.0962,79.2087,2024-10-19 07:03:40.218774,31829,304,0.375
ICAO24_00032,VGA,16.5186,80.6527,2024-10-19 03:41:40.218774,39007,509,0.71
ICAO24_00017,WP002,17.288733,78.727367,2024-10-19 02:13:40.218774,26418,229,0.061
ICAO24_00034,WP005,16.999933,79.449367,2024-10-19 02:11:40.218774,16855,250,0.294
ICAO24_00039,WP006,16.903667,79.690033,2024-10-18 22:03:40.218774,29691,347,0.305
ICAO24_00046,HYD,17.385,78.4867,2024-10-19 00:45:40.218774,37051,412,0.991
ICAO24_00017,WP007,16.8074,79.9307,2024-10-19 09:02:40.218774,21772,506,0.716
ICAO24_00044,WP009,16.614867,80.412033,2024-10-19 00:47:40.218774,25852,482,0.327
ICAO24_00022,WP006,16.903667,79.690033,2024-10-18 17:27:40.218849,32201,550,0.453
ICAO24_00007,WP007,16.8074,79.9307,2024-10-18 19:03:40.218849,23370,261,0.26
ICAO24_00049,VGA,16.5186,80.6527,2024-10-18 16:48:40.218849,27796,532,0.172
ICAO24_00008,VGA,16.5186,80.6527,2024-10-18 04:25:40.218849,28524,307,0.019
ICAO24_00038,WP009,16.614867,80.412033,2024-10-18 14:23:40.218849,39941,286,0.652
ICAO24_00000,WP004,17.0962,79.2087,2024-10-18 14:52:40.218849,35014,333,0.129
ICAO24_00017,WP006,16.903667,79.690033,2024-10-18 05:50:40.218849,22538,516,0.19
ICAO24_00023,WP008,16.711133,80.171367,2024-10-17 21:14:40.218849,30033,242,0.235
ICAO24_00029,WP004,17.0962,79.2087,2024-10-18 06:10:40.218849,36355,302,0.874
ICAO24_00023,WP002,17.288733,78.727367,2024-10-18 04:24:40.218849,34526,245,0.023
ICAO24_00042,HYD,17.385,78.4867,2024-10-17 14:50:40.218920,32098,214,0.92
ICAO24_00042,WP006,16.903667,79.690033,2024-10-17 18:10:40.218920,17686,513,0.384
ICAO24_00014,WP006,16.903667,79.690033,2024-10-16 23:57:40.218920,18441,288,0.464
ICAO24_00020,WP009,16.614867,80.412033,2024-10-17 16:57:40.218920,26541,523,0.983
ICAO24_00033,HYD,17.385,78.4867,2024-10-17 09:11:40.218920,30158,357,0.869
ICAO24_00033,WP008,16.711133,80.171367,2024-10-17 16:15:40.218920,32873,583,0.576
ICAO24_00005,WP004,17.0962,79.2087,2024-10-17 00:42:40.218920,15002,366,0.904
ICAO24_00030,WP006,16.903667,79.690033,2024-10-17 17:20:40.218920,22474,496,0.203
ICAO24_00010,WP006,16.903667,79.690033,2024-10-16 20:59:40.218920,39224,339,0.764
ICAO24_00045,WP008,16.711133,80.171367,2024-10-17 09:34:40.218920,33715,516,0.843
ICAO24_00035,WP006,16.903667,79.690033,2024-10-17 08:18:40.218920,31525,519,0.356
ICAO24_00029,WP002,17.288733,78.727367,2024-10-17 08:08:40.218920,28859,273,0.321
ICAO24_00006,WP005,16.999933,79.449367,2024-10-16 13:05:40.219236,35606,287,0.296
ICAO24_00049,WP002,17.288733,78.727367,2024-10-16 15:37:40.219236,25559,267,0.446
ICAO24_00019,HYD,17.385,78.4867,2024-10-16 13:45:40.219236,25337,356,0.253
ICAO24_00007,WP006,16.903667,79.690033,2024-10-16 00:01:40.219236,22740,438,0.809
ICAO24_00046,HYD,17.385,78.4867,2024-10-16 01:53:40.219236,38214,557,0.645
ICAO24_00040,VGA,16.5186,80.6527,2024-10-15 20:16:40.219236,30622,551,0.323
ICAO24_00032,WP005,16.999933,79.449367,2024-10-16 08:41:40.219236,22879,233,0.87
ICAO24_00045,WP007,16.8074,79.9307,2024-10-16 05:47:40.219236,22250,270,0.383
ICAO24_00012,WP009,16.614867,80.412033,2024-10-16 17:20:40.219236,23393,411,0.001
ICAO24_00020,WP009,16.614867,80.412033,2024-10-15 08:05:40.219358,30400,405,0.952
ICAO24_00010,HYD,17.385,78.4867,2024-10-15 09:36:40.219358,37955,317,0.027
ICAO24_00037,WP009,16.614867,80.412033,2024-10-15 12:38:40.219358,29672,453,0.358
ICAO24_00033,HYD,17.385,78.4867,2024-10-15 08:25:40.219358,24889,362,0.844
ICAO24_00043,WP002,17.288733,78.727367,2024-10-15 13:54:40.219358,24362,392,0.206
ICAO24_00036,WP009,16.614867,80.412033,2024-10-15 16:19:40.219358,25608,539,0.576
ICAO24_00026,WP008,16.711133,80.171367,2024-10-15 07:16:40.219358,20295,249,0.487
ICAO24_00026,WP005,16.999933,79.449367,2024-10-15 17:28:40.219358,29442,263,0.361
ICAO24_00004,HYD,17.385,78.4867,2024-10-15 05:12:40.219358,17781,581,0.345
ICAO24_00007,WP008,16.711133,80.171367,2024-10-13 20:13:40.219463,33366,332,0.274
ICAO24_00000,WP002,17.288733,78.727367,2024-10-13 23:52:40.219463,16748,562,0.357
ICAO24_00027,WP004,17.0962,79.2087,2024-10-14 02:11:40.219463,35239,326,0.714
ICAO24_00036,WP008,16.711133,80.171367,2024-10-14 03:38:40.219463,37741,328,0.398
ICAO24_00009,HYD,17.385,78.4867,2024-10-14 01:55:40.219463,32620,393,0.171
ICAO24_00041,WP007,16.8074,79.9307,2024-10-14 17:53:40.219463,23248,521,0.194
ICAO24_00018,WP004,17.0962,79.2087,2024-10-14 15:14:40.219463,39708,390,0.812
ICAO24_00011,WP004,17.0962,79.2087,2024-10-14 02:43:40.219463,23305,516,0.002
ICAO24_00030,WP008,16.711133,80.171367,2024-10-14 08:19:40.219463,37192,315,0.665
ICAO24_00027,HYD,17.385,78.4867,2024-10-14 00:40:40.219463,34807,305,0.414
ICAO24_00036,WP006,16.903667,79.690033,2024-10-14 16:35:40.219463,24826,597,0.923
ICAO24_00025,WP004,17.0962,79.2087,2024-10-14 15:06:40.219463,23402,217,0.375
ICAO24_00043,WP008,16.711133,80.171367,2024-10-13 09:26:40.219613,24438,477,0.005
ICAO24_00008,WP007,16.8074,79.9307,2024-10-12 21:51:40.219613,16853,277,0.755
ICAO24_00047,WP007,16.8074,79.9307,2024-10-13 04:29:40.219613,35124,274,0.984
ICAO24_00026,WP008,16.711133,80.171367,2024-10-13 13:03:40.219613,21657,425,0.341
ICAO24_00002,WP009,16.614867,80.412033,2024-10-13 02:34:40.219613,17609,405,0.099
ICAO24_00008,WP002,17.288733,78.727367,2024-10-13 13:57:40.219613,17193,513,0.423
ICAO24_00045,HYD,17.385,78.4867,2024-10-13 11:22:40.219613,18547,332,0.721
ICAO24_00016,WP009,16.614867,80.412033,2024-10-12 23:56:40.219613,23658,531,0.727
ICAO24_00017,WP003,17.192467,78.968033,2024-10-13 16:16:40.219613,33766,400,0.111
ICAO24_00043,WP004,17.0962,79.2087,2024-10-13 14:54:40.219613,15127,585,0.922
ICAO24_00024,WP004,17.0962,79.2087,2024-10-13 10:36:40.219613,36100,379,0.76
ICAO24_00032,WP002,17.288733,78.727367,2024-10-12 17:58:40.219746,16101,456,0.53
ICAO24_00049,HYD,17.385,78.4867,2024-10-12 05:42:40.219746,34167,209,0.404
ICAO24_00019,WP006,16.903667,79.690033,2024-10-12 16:54:40.219746,37362,322,0.479
ICAO24_00022,WP008,16.711133,80.171367,2024-10-12 03:13:40.219746,35468,284,0.257
ICAO24_00025,WP006,16.903667,79.690033,2024-10-12 18:52:40.219746,18556,587,0.685
ICAO24_00006,WP009,16.614867,80.412033,2024-10-11 09:27:40.219809,15474,576,0.691
ICAO24_00027,HYD,17.385,78.4867,2024-10-11 01:16:40.219809,39324,600,0.416
ICAO24_00003,WP004,17.0962,79.2087,2024-10-11 03:14:40.219809,32945,327,0.083
ICAO24_00022,WP007,16.8074,79.9307,2024-10-10 21:40:40.219809,36003,546,0.213
ICAO24_00016,WP005,16.999933,79.449367,2024-10-11 17:23:40.219809,19345,287,0.856
ICAO24_00009,WP003,17.192467,78.968033,2024-10-11 17:50:40.219809,33943,588,0.969
ICAO24_00047,WP006,16.903667,79.690033,2024-10-10 23:33:40.219809,17170,333,0.766
ICAO24_00021,HYD,17.385,78.4867,2024-10-11 06:05:40.219809,35557,321,0.519
ICAO24_00027,HYD,17.385,78.4867,2024-10-11 01:48:40.219809,15835,524,0.948
ICAO24_00040,WP002,17.288733,78.727367,2024-10-11 11:20:40.219809,21788,497,0.205
ICAO24_00026,WP002,17.288733,78.727367,2024-10-10 20:29:40.219809,34649,241,0.818
ICAO24_00015,WP002,17.288733,78.727367,2024-10-10 13:43:40.219943,29977,225,0.734
ICAO24_00013,WP007,16.8074,79.9307,2024-10-09 23:14:40.219943,15793,378,0.416
ICAO24_00023,WP003,17.192467,78.968033,2024-10-10 03:45:40.219943,32702,309,0.82
ICAO24_00019,WP009,16.614867,80.412033,2024-10-09 21:38:40.219943,26678,545,0.823
ICAO24_00029,WP006,16.903667,79.690033,2024-10-10 18:58:40.219943,32282,498,0.683
ICAO24_00019,WP008,16.711133,80.171367,2024-10-10 11:29:40.219943,22368,459,0.378
ICAO24_00046,WP009,16.614867,80.412033,2024-10-10 02:55:40.219943,34688,358,0.871
ICAO24_00038,VGA,16.5186,80.6527,2024-10-09 22:32:40.219943,20169,436,0.723
ICAO24_00019,WP002,17.288733,78.727367,2024-10-10 14:23:40.219943,28790,526,0.871
ICAO24_00004,VGA,16.5186,80.6527,2024-10-10 15:17:40.219943,20893,293,0.195
ICAO24_00042,WP003,17.192467,78.968033,2024-10-10 01:50:40.219943,37623,461,0.291
ICAO24_00035,VGA,16.5186,80.6527,2024-10-10 10:09:40.219943,37120,579,0.671
ICAO24_00019,WP004,17.0962,79.2087,2024-10-10 04:03:40.219943,28263,255,0.348
ICAO24_00021,WP006,16.903667,79.690033,2024-10-10 08:11:40.219943,25995,541,0.924
ICAO24_00004,HYD,17.385,78.4867,2024-10-10 17:01:40.219943,35377,331,0.523
ICAO24_00014,WP009,16.614867,80.412033,2024-10-09 19:06:40.220118,35325,556,0.234
ICAO24_00003,WP004,17.0962,79.2087,2024-10-09 17:58:40.220118,32063,446,0.803
ICAO24_00022,WP009,16.614867,80.412033,2024-10-09 12:02:40.220118,17431,590,0.088
ICAO24_00042,WP003,17.192467,78.968033,2024-10-09 00:27:40.220118,20291,351,0.079
ICAO24_00006,WP007,16.8074,79.9307,2024-10-09 14:53:40.220118,25563,356,0.211
ICAO24_00014,WP009,16.614867,80.412033,2024-10-09 10:13:40.220118,16343,416,0.373
ICAO24_00012,VGA,16.5186,80.6527,2024-10-08 21:39:40.220118,38520,231,0.216
ICAO24_00040,WP007,16.8074,79.9307,2024-10-09 18:50:40.220118,15475,237,0.244
ICAO24_00041,WP009,16.614867,80.412033,2024-10-08 23:01:40.220118,18813,489,0.465
ICAO24_00032,WP003,17.192467,78.968033,2024-10-09 17:44:40.220118,24048,484,0.428
ICAO24_00025,WP009,16.614867,80.412033,2024-10-08 20:38:40.220118,36879,469,0.23
ICAO24_00043,WP004,17.0962,79.2087,2024-10-09 16:40:40.220118,17507,253,0.542
ICAO24_00033,WP007,16.8074,79.9307,2024-10-09 12:10:40.220118,23284,392,0.944
ICAO24_00041,HYD,17.385,78.4867,2024-10-09 00:53:40.220118,38059,291,0.053
ICAO24_00005,WP006,16.903667,79.690033,2024-10-08 16:53:40.220283,35776,411,0.977
ICAO24_00025,HYD,17.385,78.4867,2024-10-08 08:06:40.220283,28931,410,0.602
ICAO24_00042,VGA,16.5186,80.6527,2024-10-08 19:08:40.220283,39948,395,0.273
ICAO24_00012,WP003,17.192467,78.968033,2024-10-08 10:00:40.220283,30043,314,0.219
ICAO24_00007,WP005,16.999933,79.449367,2024-10-08 12:29:40.220283,17462,219,0.284
ICAO24_00010,WP009,16.614867,80.412033,2024-10-08 00:41:40.220283,17978,324,0.564
ICAO24_00033,WP003,17.192467,78.968033,2024-10-06 21:58:40.220341,35823,287,0.564
ICAO24_00013,WP007,16.8074,79.9307,2024-10-07 15:09:40.220341,31617,333,0.93
ICAO24_00035,WP007,16.8074,79.9307,2024-10-06 23:25:40.220341,34037,414,0.506
ICAO24_00003,VGA,16.5186,80.6527,2024-10-07 07:00:40.220341,37943,417,0.112
ICAO24_00018,HYD,17.385,78.4867,2024-10-07 08:03:40.220341,33245,422,0.904
ICAO24_00045,WP008,16.711133,80.171367,2024-10-06 00:49:40.220379,23657,390,0.504
ICAO24_00048,WP004,17.0962,79.2087,2024-10-06 13:50:40.220379,16236,492,0.672
ICAO24_00045,HYD,17.385,78.4867,2024-10-05 21:30:40.220379,15608,420,0.606
ICAO24_00020,HYD,17.385,78.4867,2024-10-06 15:43:40.220379,35963,578,0.67
ICAO24_00005,WP004,17.0962,79.2087,2024-10-06 10:28:40.220379,24057,213,0.645
ICAO24_00041,VGA,16.5186,80.6527,2024-10-06 04:39:40.220379,16667,336,0.59
ICAO24_00041,WP008,16.711133,80.171367,2024-10-06 12:06:40.220379,38891,322,0.08
ICAO24_00016,WP006,16.903667,79.690033,2024-10-06 19:09:40.220379,15755,509,0.158
ICAO24_00029,WP002,17.288733,78.727367,2024-10-06 02:23:40.220379,37849,266,0.971
ICAO24_00009,WP005,16.999933,79.449367,2024-10-06 05:50:40.220379,23299,594,0.352
ICAO24_00032,WP009,16.614867,80.412033,2024-10-06 06:12:40.220379,31166,463,0.056
ICAO24_00045,WP004,17.0962,79.2087,2024-10-04 23:59:40.220473,15189,543,0.043
ICAO24_00002,WP004,17.0962,79.2087,2024-10-05 02:10:40.220473,26145,310,0.237
ICAO24_00021,WP002,17.288733,78.727367,2024-10-04 22:59:40.220473,23362,221,0.628
ICAO24_00020,WP006,16.903667,79.690033,2024-10-05 19:08:40.220473,24619,306,0.499
ICAO24_00002,WP007,16.8074,79.9307,2024-10-05 16:19:40.220473,22347,515,0.06
ICAO24_00036,WP002,17.288733,78.727367,2024-10-05 11:02:40.220473,34392,327,0.775
