Pilot_ID,Flight_Hours,Training_Scores,Incident_Reports,Flight_Maneuver_Proficiency,Physiological_Data,Cognitive_Performance,Stress_Levels,Communication_Skills,Weather_Adaptability,Peer_Reviews,Simulator_Performance,Fatigue_Management,Final_Rating
14,47,63,25,22,2,38,62,78,60,43,50,3,10
14,35,89,45,78,82,17,80,24,54,31,63,37,64
14,20,31,33,44,76,26,8,49,39,31,18,5,100
14,13,46,84,76,18,14,93,23,44,90,38,60,45
15,70,14,77,81,73,69,57,78,16,32,69,60,69
15,65,16,16,92,52,82,54,44,47,22,1,65,80
15,31,28,67,47,45,4,61,78,53,28,84,40,78
15,40,76,29,34,49,25,27,38,8,74,71,93,85
15,100,8,30,94,17,5,32,29,50,5,72,48,59
15,47,12,14,86,56,41,99,41,96,39,93,86,87
15,45,16,35,71,36,75,40,71,93,91,74,40,41
15,62,69,36,10,3,74,49,9,39,78,73,47,56
15,75,94,42,48,93,3,48,19,6,72,73,24,29
15,61,64,77,28,22,97,79,61,80,10,89,73,28
15,33,85,6,35,64,87,70,99,5,19,57,80,6
15,64,68,26,26,7,73,35,23,54,80,92,21,56
16,30,17,60,27,81,37,98,0,35,91,30,42,39
16,62,72,36,67,33,52,36,35,62,15,71,95,21
16,54,3,58,93,92,11,6,83,48,40,54,22,33
16,77,65,47,90,38,51,71,44,72,97,31,65,5
16,99,33,69,31,84,45,84,41,100,75,35,49,87
16,93,22,58,90,100,97,73,26,73,79,26,22,81
16,54,36,15,61,30,9,53,92,39,82,63,95,52
16,62,17,27,65,13,82,72,50,67,59,11,77,12
16,8,56,8,89,72,56,87,4,6,52,62,11,90
16,60,89,42,8,39,8,4,43,78,10,86,45,100
16,47,9,97,42,50,59,25,100,7,68,16,22,64
16,8,37,29,15,52,21,74,85,62,48,31,87,17
17,10,38,90,10,5,0,53,73,90,88,47,84,22
17,52,61,82,18,0,65,63,32,25,10,53,64,62
17,100,5,86,36,76,23,23,32,76,48,59,78,79
17,31,7,19,67,93,62,73,64,98,70,54,55,75
17,21,98,79,38,40,98,100,44,51,100,17,30,84
17,84,1,17,92,74,90,10,50,18,21,7,82,39
17,48,24,6,35,11,3,62,77,46,40,82,86,24
17,37,62,46,92,17,54,20,53,44,79,36,30,32
17,32,1,52,15,21,0,97,67,85,12,13,71,71
17,92,19,9,81,85,90,51,87,39,32,66,20,60
17,96,12,59,64,82,90,42,93,20,92,22,13,21
17,24,34,61,17,25,37,43,86,26,98,75,55,94
18,70,13,30,68,43,77,15,58,78,0,70,76,5
18,26,61,40,95,37,73,5,6,44,78,6,53,87
18,52,9,77,76,36,31,18,97,59,67,27,17,11
18,78,38,20,31,52,45,91,12,17,7,11,29,55
18,28,41,14,11,90,68,35,40,98,26,53,64,37
18,98,95,55,47,78,57,42,25,26,0,94,47,48
18,35,19,24,69,27,94,12,37,23,72,15,6,5
18,19,93,73,17,98,63,96,87,88,39,70,32,96
18,39,12,46,83,90,6,64,14,25,60,17,67,28
18,4,100,65,98,80,48,44,40,32,31,59,66,65
18,47,14,87,74,85,81,73,47,57,51,82,25,3
18,21,11,18,64,59,63,69,97,39,81,34,66,13
19,65,31,71,60,3,41,52,93,34,40,89,59,34
19,100,47,16,33,59,27,58,100,54,43,79,73,47
19,19,3,24,47,7,43,81,31,88,6,70,8,82
19,43,6,65,38,19,81,66,74,87,22,35,18,99
19,90,16,23,16,72,81,96,24,14,2,22,20,46
19,77,97,53,43,3,81,5,40,31,71,55,2,13
19,45,82,46,51,24,41,13,0,50,53,2,58,89
19,65,66,85,47,4,7,46,22,94,8,39,30,86
19,75,61,25,69,52,51,8,33,74,64,96,24,100
19,60,32,72,5,11,18,39,68,95,64,20,11,1
19,15,49,62,40,61,17,75,3,93,23,28,77,6
19,99,2,6,3,50,29,54,50,53,58,57,96,55
20,52,14,88,5,34,11,38,98,41,73,29,33,93
20,59,0,8,71,2,96,59,81,47,24,92,82,56
20,80,41,43,11,27,46,93,40,41,5,29,14,36
20,1,74,4,18,2,79,70,67,77,27,93,94,65
20,74,91,94,72,68,42,39,70,98,49,63,15,87
20,79,60,87,90,56,53,28,85,71,89,58,5,21
20,6,95,95,39,37,35,32,53,63,48,7,71,77
20,25,84,23,39,37,69,27,64,84,19,69,43,28
20,14,51,93,63,49,5,44,84,79,41,54,67,67
20,54,65,51,91,91,49,17,22,67,78,8,26,98
20,29,15,13,86,99,41,23,8,47,83,71,49,94
20,23,23,23,49,26,93,88,39,61,79,94,73,31
21,44,48,38,45,52,24,62,34,16,42,85,37,4
21,28,12,38,29,39,21,14,89,38,9,16,97,84
21,100,53,25,84,89,25,70,57,31,0,93,76,5
21,45,50,89,39,24,38,70,17,29,57,25,31,22
21,73,32,15,66,64,59,5,23,100,15,42,34,95
21,33,77,1,96,26,13,56,26,35,54,77,18,36
21,91,13,57,6,32,75,99,31,78,8,73,49,76
21,95,82,42,39,88,61,93,59,65,94,82,21,40
21,68,18,47,5,47,76,52,28,19,83,67,10,11
21,13,20,54,16,59,82,24,40,71,10,97,95,44
21,20,79,93,14,84,31,61,64,31,53,67,75,43
21,1,32,34,83,89,6,49,23,0,54,55,96,73
22,3,81,27,89,52,12,64,34,68,52,48,10,90
22,93,49,83,13,74,97,13,32,37,64,1,96,69
22,28,0,63,47,24,75,22,74,76,97,90,11,43
22,14,47,16,63,63,60,60,38,95,70,84,10,64
22,19,95,2,20,24,98,1,36,85,54,19,95,7
22,79,76,7,96,17,81,37,29,15,11,60,23,69
22,20,46,34,33,96,67,25,49,61,70,80,23,74
22,81,85,15,36,26,64,34,53,45,72,44,50,61
22,15,30,95,100,64,76,21,69,92,89,8,0,36
22,27,49,79,85,53,79,66,38,31,9,89,87,98
22,79,20,23,63,36,92,82,84,24,37,51,0,79
22,81,59,81,86,23,37,24,96,35,80,71,16,63
23,20,50,37,59,64,91,17,38,75,7,91,68,83
23,38,37,4,8,35,68,59,18,16,29,9,39,47
23,28,68,74,96,34,85,24,96,92,47,89,22,24
23,45,32,96,57,4,56,98,77,72,98,14,17,50
23,89,54,33,70,46,74,4,78,14,62,90,41,30
23,45,64,68,93,100,44,60,96,27,28,30,77,94
23,15,20,81,100,90,3,66,81,29,64,25,73,97
23,83,12,57,46,13,11,43,46,47,41,7,67,69
23,23,18,26,85,39,43,68,77,86,29,30,86,8
23,30,63,46,34,64,31,37,19,8,48,51,67,46
23,4,89,95,18,7,92,22,9,1,5,59,13,34
23,56,36,28,3,24,59,5,72,4,80,23,89,44
24,89,59,29,25,89,95,79,51,0,99,32,69,67
24,59,84,55,36,17,2,71,88,63,40,24,26,10
24,99,76,41,76,61,18,94,58,15,3,75,7,28
24,61,9,58,54,6,58,95,39,1,57,10,84,68
24,2,94,44,74,58,23,67,87,81,18,30,64,15
24,41,82,24,66,49,89,93,97,75,71,45,87,94
24,74,54,12,90,65,49,20,96,55,44,92,41,98
24,72,97,13,51,73,30,32,90,20,75,50,49,72
24,91,86,4,50,52,57,67,18,81,21,37,72,2
24,22,71,67,8,21,46,9,9,59,100,7,95,63
24,14,2,76,72,73,91,96,83,54,66,81,47,70
24,60,87,80,62,32,40,97,99,15,11,65,80,3
25,65,30,97,39,81,40,20,26,90,63,20,45,13
25,87,46,65,61,92,51,5,63,8,82,10,98,38
25,76,98,73,7,92,21,73,38,76,5,95,87,96
25,83,21,82,2,13,62,52,78,74,48,9,87,86
25,89,89,32,39,28,80,68,22,69,11,81,52,64
25,31,75,53,17,83,7,53,18,2,29,47,24,63
25,7,40,96,85,59,99,3,87,45,100,29,61,33
25,29,91,39,81,23,78,59,27,46,4,43,71,9
25,54,81,74,13,79,71,92,55,96,71,83,82,83
25,53,76,98,98,71,10,95,82,86,33,17,7,46
25,66,37,45,50,36,45,13,55,32,10,62,49,30
25,79,29,69,74,44,31,4,64,12,98,48,85,100
26,27,61,73,28,7,90,98,82,65,99,12,95,70
26,35,82,40,61,99,47,12,78,68,16,22,41,93
26,24,16,13,84,7,12,41,61,51,90,16,96,62
26,62,8,32,9,70,61,3,37,7,72,38,1,77
26,96,11,45,72,41,0,11,85,97,61,11,5,75
26,58,38,7,67,70,6,18,0,88,89,76,45,10
26,11,38,35,25,13,78,70,84,97,100,83,96,93
26,57,14,35,53,67,37,86,85,27,51,38,8,65
26,4,14,40,16,91,20,7,92,99,84,75,12,9
26,42,91,94,62,24,52,46,19,28,5,70,49,14
26,33,72,69,26,27,81,71,52,50,79,7,17,80
26,58,5,6,64,100,7,75,13,27,64,38,12,100
27,55,63,87,47,88,74,52,74,2,54,33,70,80
27,72,65,54,13,49,11,95,21,12,37,100,3,54
27,12,75,17,9,70,5,32,23,70,25,1,75,11
27,87,52,9,16,50,57,67,70,73,3,22,94,97
27,31,65,99,63,6,57,33,56,90,76,0,48,17
27,6,35,79,9,99,34,97,62,27,33,87,16,57
27,48,4,86,26,1,0,4,91,4,75,95,15,77
27,20,91,28,90,37,68,49,2,57,8,39,81,84
27,24,40,9,86,57,67,70,4,47,76,87,88,36
27,77,100,18,66,52,41,0,8,8,76,35,70,61
27,65,22,18,63,0,33,12,85,82,100,70,48,91
27,83,19,17,25,26,74,50,53,46,85,56,83,11
28,49,38,7,85,11,95,93,72,25,77,12,3,36
28,47,65,88,57,10,80,10,62,64,96,1,65,45
28,13,26,5,85,52,32,19,80,49,26,21,83,76
28,1,77,24,73,80,12,44,37,16,83,31,50,53
28,68,76,1,64,83,14,96,65,94,24,51,0,57
28,20,42,82,92,72,5,55,25,87,15,67,49,86
28,87,89,89,97,69,75,47,55,54,63,31,23,96
28,0,3,53,94,56,35,74,81,60,89,17,48,4
28,57,15,41,46,44,94,18,51,62,48,26,47,58
28,63,56,79,43,46,41,67,65,99,87,24,75,45
28,13,38,25,67,49,76,69,3,96,65,35,16,29
28,54,98,15,98,70,48,15,95,15,66,38,96,97
29,53,87,1,25,56,65,71,75,41,80,7,50,73
29,58,75,79,21,35,61,28,96,11,79,62,53,80
29,54,24,4,16,1,17,35,72,46,70,5,90,20
29,89,33,31,33,77,81,92,23,5,70,31,90,22
29,30,36,93,99,54,48,78,72,83,38,62,35,15
29,8,45,88,15,79,90,45,17,17,60,65,11,63
29,82,22,33,43,84,38,90,50,98,20,87,51,26
29,78,76,67,95,5,40,89,70,26,1,83,9,15
29,100,85,1,71,15,20,16,41,80,67,77,8,73
29,58,66,44,19,13,32,79,61,36,33,93,97,8
29,71,61,40,40,66,6,99,16,28,20,21,21,1
29,55,4,9,75,23,73,60,80,68,99,89,49,9
30,34,32,21,92,21,19,81,68,48,17,40,89,13
30,27,53,97,37,0,38,25,86,30,9,59,36,32
30,35,51,45,83,0,11,80,75,36,52,55,21,25
30,16,34,95,38,94,38,29,45,20,55,99,36,89
30,17,95,69,90,64,35,51,50,21,2,74,68,92
30,88,48,95,2,51,61,47,31,37,85,39,100,83
30,38,18,30,33,34,64,34,86,74,98,39,8,83
30,40,11,78,39,3,88,7,31,10,88,45,7,14
30,97,8,26,25,98,60,51,65,65,51,4,1,44
30,94,69,93,11,75,62,83,41,21,56,38,4,54
30,98,82,19,93,52,25,24,8,57,42,7,93,32
30,54,78,4,6,35,40,51,11,50,77,51,9,2
31,54,67,77,66,44,89,91,74,2,85,63,16,79
31,28,45,75,36,15,84,16,50,20,92,18,97,25
31,34,10,90,70,49,93,69,43,50,35,30,52,12
31,26,0,87,82,89,2,73,65,17,90,1,84,73
31,4,70,1,47,38,20,27,56,18,46,28,12,6
31,11,11,24,93,88,52,71,13,30,22,56,60,24
31,7,1,4,95,40,94,32,2,84,97,96,19,28
31,55,56,63,21,76,0,66,17,9,8,78,24,79
31,81,91,43,32,16,39,65,25,48,36,88,68,62
31,66,58,16,100,42,30,43,94,73,75,56,4,43
31,84,47,70,51,69,99,74,4,80,71,76,0,92
31,72,34,83,51,20,44,34,25,15,47,0,82,74
32,53,2,87,39,38,60,81,4,73,46,25,83,54
32,72,24,50,39,74,46,67,67,40,51,32,27,31
32,50,83,77,47,40,16,66,23,55,48,7,10,94
32,35,26,44,79,0,46,87,57,35,25,15,91,82
32,37,72,53,63,3,21,48,10,30,57,94,81,89
32,13,62,61,85,2,47,9,71,22,7,51,1,20
32,70,58,25,59,56,95,16,90,14,67,18,53,77
32,55,76,88,57,86,55,50,96,48,23,30,89,45
32,77,54,94,76,43,5,59,46,73,33,61,65,4
32,38,10,34,100,90,54,11,29,66,88,5,20,64
32,4,37,47,3,65,89,99,60,4,96,84,8,83
32,100,15,70,85,68,45,57,78,13,32,65,2,90
33,15,6,32,79,46,48,95,33,54,91,50,30,52
33,58,83,81,24,0,61,40,26,98,73,59,70,92
33,43,55,65,62,14,43,74,73,17,78,56,0,45
33,60,89,68,11,18,29,56,72,10,19,43,96,67
33,22,46,72,86,11,82,53,64,6,87,25,54,57
33,68,4,86,30,15,97,32,80,61,13,83,7,91
33,73,4,29,55,21,22,73,4,84,86,83,63,0
33,41,92,50,5,32,92,37,48,90,35,98,96,100
33,37,13,35,88,16,100,2,98,37,95,14,33,52
33,79,40,57,67,12,51,29,90,0,14,7,70,48
33,91,83,56,70,43,66,37,22,19,48,42,52,35
33,91,49,42,32,54,51,29,45,94,77,93,6,84
34,85,9,43,18,76,97,89,92,57,51,46,15,9
34,40,93,14,79,3,31,18,20,45,99,35,6,21
34,51,8,5,21,20,13,37,58,95,78,11,18,72
34,43,59,70,70,5,34,69,57,30,57,6,90,51
34,0,60,47,58,35,90,44,19,96,15,23,35,79
34,20,72,42,91,49,34,36,68,82,57,25,97,72
34,100,21,54,89,93,93,49,54,27,23,43,99,50
34,14,62,36,32,42,63,34,91,9,90,3,33,81
34,35,44,24,49,18,48,25,26,53,75,43,44,100
34,59,77,49,15,70,67,5,17,33,96,90,43,8
34,12,80,24,89,92,74,13,28,25,62,58,76,30
34,49,97,35,10,75,35,81,42,64,5,79,12,40
35,99,22,49,54,8,97,22,45,3,42,95,3,86
35,6,71,63,78,42,77,41,26,5,48,44,54,74
35,35,14,37,33,25,10,39,80,78,77,78,57,68
35,76,80,84,63,71,27,89,62,11,89,29,56,45
35,34,96,29,5,87,2,84,40,18,82,93,67,16
35,65,53,26,63,10,39,43,35,74,75,69,25,27
35,69,15,96,20,0,12,13,46,0,15,93,52,35
35,65,1,32,47,36,57,24,17,26,88,7,76,40
35,16,68,53,4,5,43,15,64,94,43,69,42,33
35,83,72,52,98,44,13,6,54,22,95,42,93,89
35,9,48,77,80,44,50,17,67,23,33,65,29,1
35,91,14,50,32,55,56,26,44,0,95,57,46,36
36,83,21,91,31,70,64,88,63,32,42,39,67,3
36,0,13,76,68,61,10,88,9,49,100,27,70,38
36,97,75,73,7,61,100,75,40,37,27,84,60,70
36,83,32,5,31,35,35,26,47,88,63,12,23,31
36,7,0,97,88,17,11,88,36,41,35,39,89,31
36,57,72,61,99,72,6,19,65,73,94,99,14,5
36,0,12,94,13,42,89,0,11,25,6,8,79,88
36,16,68,81,10,4,100,80,31,24,52,18,86,22
36,83,55,72,83,94,99,2,40,14,46,3,39,85
36,84,71,92,67,98,91,33,82,33,69,47,24,16
36,88,33,26,44,19,65,20,18,10,21,74,71,85
36,100,78,40,4,48,61,9,48,21,31,79,78,85
37,84,53,46,78,0,42,12,93,30,69,50,42,55
37,33,53,33,52,9,39,6,93,18,88,32,85,20
37,26,19,59,19,3,64,46,99,86,96,24,51,48
37,1,0,7,58,44,63,49,26,68,80,10,44,19
37,71,41,10,37,24,53,18,2,51,71,99,9,92
37,59,49,6,93,51,21,9,46,92,67,21,71,23
37,13,89,89,71,32,50,65,99,65,14,40,46,36
37,78,42,79,42,86,3,74,62,58,27,6,30,86
37,4,86,99,20,87,48,22,70,18,95,80,83,12
37,38,68,15,100,43,31,49,15,35,25,7,19,71
37,18,13,77,88,31,62,7,40,29,39,34,12,77
37,97,4,21,25,33,88,60,10,53,12,1,41,67
38,71,11,45,87,83,17,49,80,9,22,65,71,0
38,0,3,60,65,58,38,8,58,49,67,13,55,44
38,78,89,65,87,48,84,83,4,15,37,42,90,32
38,9,4,62,47,19,5,93,29,15,48,25,40,43
38,10,67,31,64,64,26,2,41,16,65,74,20,66
38,43,97,8,32,39,33,4,44,27,89,27,87,0
38,33,70,51,82,45,100,68,83,81,96,41,50,60
38,79,66,90,63,6,11,48,92,69,1,82,61,14
38,100,62,33,96,87,35,93,38,99,18,70,83,41
38,1,51,100,73,42,75,61,84,47,97,40,59,95
38,81,67,67,68,17,5,36,44,15,13,97,93,46
38,58,43,47,77,4,78,26,81,79,23,7,88,86
39,35,55,17,23,63,95,79,97,81,46,25,63,42
39,79,39,59,51,9,57,94,15,24,6,21,58,60
39,78,92,76,36,82,54,70,57,11,76,1,12,38
39,15,68,52,46,9,90,34,93,52,46,50,24,10
39,34,86,55,68,95,35,30,15,12,1,22,2,80
39,15,4,27,43,87,10,77,86,39,55,16,37,85
39,33,80,33,59,8,48,8,76,91,89,5,57,83
39,95,22,13,26,67,87,47,24,83,1,43,58,25
39,68,7,75,55,24,63,19,90,74,62,11,48,10
39,11,20,10,41,60,52,49,19,65,74,98,28,72
39,63,79,0,70,5,6,78,26,11,10,28,68,37
39,90,92,30,38,81,21,94,99,42,100,69,20,3
40,65,11,10,93,0,4,53,92,28,34,67,18,2
40,15,78,25,52,58,3,19,57,84,65,38,94,79
40,65,52,89,28,79,50,33,7,95,14,41,65,23
40,48,15,22,100,20,61,68,83,62,77,6,8,86
40,7,51,5,27,37,0,26,61,24,28,95,61,73
40,84,41,19,84,72,51,22,59,3,36,61,76,37
40,0,86,86,34,73,8,86,25,39,83,81,51,73
40,4,9,21,27,71,14,99,92,85,93,74,92,28
40,79,18,39,55,18,4,9,10,84,38,68,11,44
40,64,59,0,97,22,80,24,75,55,67,47,100,29
40,57,51,39,67,20,9,57,0,63,90,34,46,13
40,54,45,11,49,86,32,72,26,9,18,72,69,24
41,65,76,13,6,42,44,7,19,14,87,47,91,44
41,72,38,42,58,46,52,66,55,92,87,32,48,11
41,87,83,67,1,6,63,60,39,84,32,48,33,9
41,76,79,11,29,12,70,80,88,82,85,13,94,14
41,96,84,5,50,63,72,56,52,42,2,28,49,19
41,84,51,76,50,71,80,76,27,5,9,40,34,61
41,89,68,42,100,42,69,81,21,37,95,90,16,90
41,82,81,11,38,21,49,21,61,66,15,42,34,65
41,77,56,26,3,0,52,91,46,41,26,54,92,56
41,32,58,54,4,85,94,58,49,38,73,29,56,19
41,93,9,92,92,43,28,1,51,40,46,75,95,78
